0 0 0 0 0 0 0 0 0.0062396340333386
1 0 0 0 0 0 0 0 0.27202812862442
0 1 0 0 0 0 0 0 0.187700883582422
1 1 0 0 0 0 0 0 0.818377437963119
0 0 1 0 0 0 0 0 0.163938371474746
1 0 1 0 0 0 0 0 0.910007589936283
0 1 1 0 0 0 0 0 0.768188585438707
1 1 1 0 0 0 0 0 0.91929586154665
0 0 0 1 0 0 0 0 0.114906735699514
1 0 0 1 0 0 0 0 0.522400671558651
0 1 0 1 0 0 0 0 0.99201705997991
1 1 0 1 0 0 0 0 0.982435207047032
0 0 1 1 0 0 0 0 0.130157950195073
1 0 1 1 0 0 0 0 0.999928610094052
0 1 1 1 0 0 0 0 0.993907127017855
1 1 1 1 0 0 0 0 0.999961695665138
0 0 0 0 1 0 0 0 0.379995531100846
1 0 0 0 1 0 0 0 0.735914486665173
0 1 0 0 1 0 0 0 0.805836222905381
1 1 0 0 1 0 0 0 0.974287352862126
0 0 1 0 1 0 0 0 0.797850912660504
1 0 1 0 1 0 0 0 0.980674646792826
0 1 1 0 1 0 0 0 0.85651553043121
1 1 1 0 1 0 0 0 0.963384114794716
0 0 0 1 1 0 0 0 0.580012058479321
1 0 0 1 1 0 0 0 0.87662866620226
0 1 0 1 1 0 0 0 0.93750510116542
1 1 0 1 1 0 0 0 0.999955036833702
0 0 1 1 1 0 0 0 1.00002960764123
1 0 1 1 1 0 0 0 0.999962131720816
0 1 1 1 1 0 0 0 0.984834603552199
1 1 1 1 1 0 0 0 0.999238766613873
0 0 0 0 0 1 0 0 0.016536685806002
1 0 0 0 0 1 0 0 0.29758434358041
0 1 0 0 0 1 0 0 0.225452521699216
1 1 0 0 0 1 0 0 0.909932516282207
0 0 1 0 0 1 0 0 0.316092659343134
1 0 1 0 0 1 0 0 0.954610365638709
0 1 1 0 0 1 0 0 0.908828495831303
1 1 1 0 0 1 0 0 0.968058232480416
0 0 0 1 0 1 0 0 0.973035238115895
1 0 0 1 0 1 0 0 0.999192279567635
0 1 0 1 0 1 0 0 0.995828749041428
1 1 0 1 0 1 0 0 1.00003069392731
0 0 1 1 0 1 0 0 0.002644347245782
1 0 1 1 0 1 0 0 0.999936697561119
0 1 1 1 0 1 0 0 0.999998191822811
1 1 1 1 0 1 0 0 0.994985411769724
0 0 0 0 1 1 0 0 0.54199467117571
1 0 0 0 1 1 0 0 0.610573594163613
0 1 0 0 1 1 0 0 0.639602087486545
1 1 0 0 1 1 0 0 0.970469874521972
0 0 1 0 1 1 0 0 0.898612262624486
1 0 1 0 1 1 0 0 0.921540917032352
0 1 1 0 1 1 0 0 0.863020886617861
1 1 1 0 1 1 0 0 0.961519057783906
0 0 0 1 1 1 0 0 0.800102202706207
1 0 0 1 1 1 0 0 1.00001421127518
0 1 0 1 1 1 0 0 0.999935956805452
1 1 0 1 1 1 0 0 1.00013068273949
0 0 1 1 1 1 0 0 0.975010560947315
1 0 1 1 1 1 0 0 0.999980583611052
0 1 1 1 1 1 0 0 0.958420076343421
1 1 1 1 1 1 0 0 0.999353042757791
0 0 0 0 0 0 1 0 0.534569557111639
1 0 0 0 0 0 1 0 0.744373554181663
0 1 0 0 0 0 1 0 0.989585226826325
1 1 0 0 0 0 1 0 0.986689918133643
0 0 1 0 0 0 1 0 0.752816861229272
1 0 1 0 0 0 1 0 0.999939614467609
0 1 1 0 0 0 1 0 0.987260515891826
1 1 1 0 0 0 1 0 0.993495115564104
0 0 0 1 0 0 1 0 0.409623661276606
1 0 0 1 0 0 1 0 0.881682281877707
0 1 0 1 0 0 1 0 0.999930352419288
1 1 0 1 0 0 1 0 0.997715379739263
0 0 1 1 0 0 1 0 0.230567045108036
