0 0 0 0 0 0 0 0 0.268684873528111
1 0 0 0 0 0 0 0 0.545645157512949
0 1 0 0 0 0 0 0 0.592788137690591
1 1 0 0 0 0 0 0 0.819986467540493
0 0 1 0 0 0 0 0 0.387632882063747
1 0 1 0 0 0 0 0 0.828742066356747
0 1 1 0 0 0 0 0 0.772017861266914
1 1 1 0 0 0 0 0 0.91978768079352
0 0 0 1 0 0 0 0 0.444102385787521
1 0 0 1 0 0 0 0 0.720339543274591
0 1 0 1 0 0 0 0 0.861294769005415
1 1 0 1 0 0 0 0 0.927838010191846
0 0 1 1 0 0 0 0 0.403975591074809
1 0 1 1 0 0 0 0 0.877411333645148
0 1 1 1 0 0 0 0 0.90686878809741
1 1 1 1 0 0 0 0 0.979099579301312
0 0 0 0 1 0 0 0 0.612679424679226
1 0 0 0 1 0 0 0 0.758686574974569
0 1 0 0 1 0 0 0 0.76277335742151
1 1 0 0 1 0 0 0 0.896380418223354
0 0 1 0 1 0 0 0 0.79481728760652
1 0 1 0 1 0 0 0 0.920778160725824
0 1 1 0 1 0 0 0 0.862593332922133
1 1 1 0 1 0 0 0 0.949510228233263
0 0 0 1 1 0 0 0 0.729546232487325
1 0 0 1 1 0 0 0 0.857643761714675
0 1 0 1 1 0 0 0 0.895809352822969
1 1 0 1 1 0 0 0 0.909070575997604
0 0 1 1 1 0 0 0 0.863736000784712
1 0 1 1 1 0 0 0 0.96823311854555
0 1 1 1 1 0 0 0 0.952874284281009
1 1 1 1 1 0 0 0 0.981569564412962
0 0 0 0 0 1 0 0 0.346763738050651
1 0 0 0 0 1 0 0 0.59842694232654
0 1 0 0 0 1 0 0 0.611540316473145
1 1 0 0 0 1 0 0 0.847377319386477
0 0 1 0 0 1 0 0 0.388121552269242
1 0 1 0 0 1 0 0 0.842419192262928
0 1 1 0 0 1 0 0 0.794714452350789
1 1 1 0 0 1 0 0 0.934855474728241
0 0 0 1 0 1 0 0 0.598438054516253
1 0 0 1 0 1 0 0 0.84334791293189
0 1 0 1 0 1 0 0 0.897259581347394
1 1 0 1 0 1 0 0 0.969323646519034
0 0 1 1 0 1 0 0 0.433320466061483
1 0 1 1 0 1 0 0 0.904712671287628
0 1 1 1 0 1 0 0 0.912777331505324
1 1 1 1 0 1 0 0 0.983578957355686
0 0 0 0 1 1 0 0 0.644880290447283
1 0 0 0 1 1 0 0 0.764404674962673
0 1 0 0 1 1 0 0 0.759222908628223
1 1 0 0 1 1 0 0 0.908398617437161
0 0 1 0 1 1 0 0 0.811038420021354
1 0 1 0 1 1 0 0 0.919743016409282
0 1 1 0 1 1 0 0 0.870966006845367
1 1 1 0 1 1 0 0 0.952959809986375
0 0 0 1 1 1 0 0 0.789244273594985
1 0 0 1 1 1 0 0 0.91350591390326
0 1 0 1 1 1 0 0 0.918740022270958
1 1 0 1 1 1 0 0 0.967719045009254
0 0 1 1 1 1 0 0 0.877481435217561
1 0 1 1 1 1 0 0 0.974339684487807
0 1 1 1 1 1 0 0 0.952124877760327
1 1 1 1 1 1 0 0 0.987943588728094
0 0 0 0 0 0 1 0 0.613987217091268
1 0 0 0 0 0 1 0 0.806806942016069
0 1 0 0 0 0 1 0 0.924279047385887
1 1 0 0 0 0 1 0 0.966085946303144
0 0 1 0 0 0 1 0 0.572380783546885
1 0 1 0 0 0 1 0 0.916122403330397
0 1 1 0 0 0 1 0 0.943232791777811
1 1 1 0 0 0 1 0 0.986480571501814
0 0 0 1 0 0 1 0 0.601444845135298
1 0 0 1 0 0 1 0 0.85418695736551
0 1 0 1 0 0 1 0 0.954856375488412
1 1 0 1 0 0 1 0 0.982589765608431
0 0 1 1 0 0 1 0 0.496648909205813
1 0 1 1 0 0 1 0 0.91977001551767
0 1 1 1 0 0 1 0 0.953065243165455
1 1 1 1 0 0 1 0 0.994464051823511
0 0 0 0 1 0 1 0 0.882792976901824
1 0 0 0 1 0 1 0 0.939540410813856
0 1 0 0 1 0 1 0 0.964191716191131
1 1 0 0 1 0 1 0 0.984100689803312
0 0 1 0 1 0 1 0 0.906173601073192
1 0 1 0 1 0 1 0 0.977032223275661
0 1 1 0 1 0 1 0 0.962315855180183
1 1 1 0 1 0 1 0 0.989795762785085
0 0 0 1 1 0 1 0 0.885194785716872
1 0 0 1 1 0 1 0 0.955703107358047
0 1 0 1 1 0 1 0 0.975943063308666
1 1 0 1 1 0 1 0 0.984714992634216
0 0 1 1 1 0 1 0 0.910708216493812
1 0 1 1 1 0 1 0 0.985991774624227
0 1 1 1 1 0 1 0 0.982010906285452
1 1 1 1 1 0 1 0 0.996871133658843
0 0 0 0 0 1 1 0 0.645511439467013
1 0 0 0 0 1 1 0 0.839799146604889
0 1 0 0 0 1 1 0 0.932279378701282
1 1 0 0 0 1 1 0 0.97269163299717
0 0 1 0 0 1 1 0 0.4950918378375
1 0 1 0 0 1 1 0 0.911860196829697
0 1 1 0 0 1 1 0 0.943935578382947
1 1 1 0 0 1 1 0 0.988090513203122
0 0 0 1 0 1 1 0 0.700530819350585
1 0 0 1 0 1 1 0 0.923415628175375
0 1 0 1 0 1 1 0 0.968568622806794
1 1 0 1 0 1 1 0 0.992440529663968
0 0 1 1 0 1 1 0 0.476761610122977
1 0 1 1 0 1 1 0 0.930207668496973
0 1 1 1 0 1 1 0 0.951019535721745
1 1 1 1 0 1 1 0 0.994213503847653
0 0 0 0 1 1 1 0 0.892201152038268
1 0 0 0 1 1 1 0 0.945169979312633
0 1 0 0 1 1 1 0 0.960929503502089
1 1 0 0 1 1 1 0 0.986213974894135
0 0 1 0 1 1 1 0 0.896449884001527
1 0 1 0 1 1 1 0 0.979059195605112
0 1 1 0 1 1 1 0 0.965403899845071
1 1 1 0 1 1 1 0 0.990803892812771
0 0 0 1 1 1 1 0 0.902237778225861
1 0 0 1 1 1 1 0 0.97668530602915
0 1 0 1 1 1 1 0 0.971577815120624
1 1 0 1 1 1 1 0 0.992401577300708
0 0 1 1 1 1 1 0 0.902101771218838
1 0 1 1 1 1 1 0 0.989048364469503
0 1 1 1 1 1 1 0 0.975463140887634
1 1 1 1 1 1 1 0 0.995964197463903
0 0 0 0 0 0 0 1 0.626669456709577
1 0 0 0 0 0 0 1 0.708872517262821
0 1 0 0 0 0 0 1 0.898189486903448
1 1 0 0 0 0 0 1 0.919448946516347
0 0 1 0 0 0 0 1 0.862720162233325
1 0 1 0 0 0 0 1 0.950404227485461
0 1 1 0 0 0 0 1 0.973808471037487
1 1 1 0 0 0 0 1 0.985670830607995
0 0 0 1 0 0 0 1 0.854530342647377
1 0 0 1 0 0 0 1 0.885437164044778
0 1 0 1 0 0 0 1 0.923378287476583
1 1 0 1 0 0 0 1 0.90208164878203
0 0 1 1 0 0 0 1 0.92532088014649
