00000000 268868 50903906 
00000001 113573 677803 
00000010 22660 66988 
00000011 36636 47185 
00000100 15675 52084 
00000101 19717 21181 
00000110 26327 33243 
00000111 30182 32710 
00001000 15352 64090 
00001001 3155 7306 
00001010 327 329 
00001011 1959 1974 
00001100 86 86 
00001101 187 187 
00001110 339 339 
00001111 910 910 
00010000 57776 161358 
00010001 42637 54423 
00010010 28950 38702 
00010011 92739 96448 
00010100 42492 56651 
00010101 74356 75819 
00010110 107100 122203 
00010111 215662 220656 
00011000 92 92 
00011001 839 840 
00011010 77 80 
00011011 1630 1633 
00011100 53 53 
00011101 14 14 
00011110 1017 1019 
00011111 1615 1619 
00100000 55193 3406269 
00100001 16741 79143 
00100010 4837 12458 
00100011 15544 18156 
00100100 527 3120 
00100101 16 155 
00100110 1673 2740 
00100111 4761 6058 
00101000 2117 2126 
00101001 900 911 
00101010 233 234 
00101011 923 924 
00101100 27 27 
00101101 0 0 
00101110 41 41 
00101111 16 19 
00110000 7876 17438 
00110001 3308 4802 
00110010 10226 11714 
00110011 24454 25648 
00110100 447 741 
00110101 111 203 
00110110 10416 13444 
00110111 34575 37658 
00111000 3 5 
00111001 21 25 
00111010 3 3 
00111011 78 78 
00111100 5 6 
00111101 0 0 
00111110 812 817 
00111111 426 433 
01000000 21084 125849 
01000001 20746 30142 
01000010 995 999 
01000011 6658 6683 
01000100 210 229 
01000101 143 143 
01000110 2913 2945 
01000111 5476 5503 
01001000 14244 26350 
01001001 5756 6406 
01001010 784 784 
01001011 3896 3900 
01001100 174 174 
01001101 472 472 
01001110 875 875 
01001111 2891 2891 
01010000 5679 6119 
01010001 2292 2314 
01010010 594 605 
01010011 7847 7883 
01010100 3522 3877 
01010101 6344 6366 
01010110 10175 10800 
01010111 60521 60669 
01011000 366 366 
01011001 4045 4047 
01011010 161 163 
01011011 3099 3101 
01011100 115 115 
01011101 83 83 
01011110 1246 1250 
01011111 6961 6965 
01100000 6364 10392 
01100001 3036 3720 
01100010 327 328 
01100011 2322 2330 
01100100 30 31 
01100101 0 0 
01100110 50 51 
01100111 390 390 
01101000 1762 1763 
01101001 6499 6503 
01101010 205 208 
01101011 1431 1435 
01101100 12 12 
01101101 0 0 
01101110 31 31 
01101111 5955 5957 
01110000 79 79 
01110001 85 85 
01110010 232 232 
01110011 2478 2499 
01110100 9 10 
01110101 0 0 
01110110 1116 1160 
01110111 5990 6006 
01111000 16 18 
01111001 81 83 
01111010 31 33 
01111011 568 568 
01111100 2 5 
01111101 0 0 
01111110 636 639 
01111111 19672 19696 
10000000 2483 19393 
10000001 2129 4666 
10000010 54 56 
10000011 229 231 
10000100 39 39 
10000101 145 145 
10000110 604 604 
10000111 1036 1036 
10001000 2770 2770 
10001001 802 802 
10001010 154 156 
10001011 1346 1348 
10001100 38 38 
10001101 127 127 
10001110 997 997 
10001111 3654 3654 
10010000 184 196 
10010001 1003 1025 
10010010 35 41 
10010011 1203 1242 
10010100 62 62 
10010101 55 55 
10010110 689 692 
10010111 3873 3885 
10011000 274 274 
10011001 2167 2167 
10011010 49 50 
10011011 535 536 
10011100 94 94 
10011101 135 135 
10011110 951 951 
10011111 6971 6975 
10100000 1213 2528 
10100001 910 1998 
10100010 50 50 
10100011 713 716 
10100100 12 12 
10100101 0 0 
10100110 21 21 
10100111 120 120 
10101000 632 634 
10101001 725 725 
10101010 119 120 
10101011 1061 1063 
10101100 15 15 
10101101 0 0 
10101110 14 14 
10101111 194 198 
10110000 1 1 
10110001 7 7 
10110010 31 31 
10110011 80 82 
10110100 3 3 
10110101 0 0 
10110110 244 244 
10110111 969 971 
10111000 0 1 
10111001 105 105 
10111010 33 35 
10111011 238 238 
10111100 9 9 
10111101 0 0 
10111110 448 449 
10111111 1568 1574 
11000000 2226 2230 
11000001 2189 2189 
11000010 20 20 
11000011 174 174 
11000100 34 34 
11000101 54 54 
11000110 1668 1668 
11000111 1954 1954 
11001000 15347 15349 
11001001 22959 22959 
11001010 340 340 
11001011 51206 51206 
11001100 114 114 
11001101 142 142 
11001110 5523 5523 
11001111 55996 55996 
11010000 212 213 
11010001 979 982 
11010010 45 45 
11010011 1309 1309 
11010100 291 291 
11010101 259 259 
11010110 1043 1043 
11010111 9842 9848 
11011000 2212 2212 
11011001 19881 19881 
11011010 555 561 
11011011 5383 5389 
11011100 690 690 
11011101 1316 1316 
11011110 3983 3983 
11011111 63542 63542 
11100000 862 865 
11100001 764 764 
11100010 64 64 
11100011 1000 1000 
11100100 4 4 
11100101 0 0 
11100110 8 8 
11100111 71 71 
11101000 5749 5749 
11101001 19548 19549 
11101010 284 285 
11101011 4391 4394 
11101100 2 2 
11101101 0 0 
11101110 18 18 
11101111 9744 9752 
11110000 4 4 
11110001 5 5 
11110010 43 43 
11110011 166 166 
11110100 3 3 
11110101 0 0 
11110110 106 106 
11110111 1562 1562 
11111000 60 60 
11111001 1210 1210 
11111010 553 554 
11111011 5870 5870 
11111100 7 7 
11111101 0 0 
11111110 681 688 
11111111 108233 108250 
