00000000 323561 51237153 
00000001 165584 608534 
00000010 17255 91931 
00000011 37211 45470 
00000100 9790 59726 
00000101 14266 15676 
00000110 18250 23755 
00000111 18310 19916 
00001000 6337 55115 
00001001 4543 8697 
00001010 245 247 
00001011 1062 1081 
00001100 71 546 
00001101 187 187 
00001110 488 491 
00001111 1342 1342 
00010000 47592 125265 
00010001 21702 29488 
00010010 25272 31359 
00010011 55092 56549 
00010100 24361 30532 
00010101 43352 44205 
00010110 47778 55782 
00010111 98282 102021 
00011000 134 231 
00011001 334 381 
00011010 105 112 
00011011 1506 1506 
00011100 25 25 
00011101 6 6 
00011110 261 265 
00011111 1376 1377 
00100000 62950 3799029 
00100001 23214 78010 
00100010 3412 15130 
00100011 16676 18326 
00100100 7438 23527 
00100101 3238 3392 
00100110 7254 7982 
00100111 15446 15956 
00101000 1586 1630 
00101001 1357 1358 
00101010 233 234 
00101011 884 884 
00101100 2 745 
00101101 4 4 
00101110 54 54 
00101111 395 397 
00110000 11255 20767 
00110001 2809 4600 
00110010 1169 1828 
00110011 8730 8996 
00110100 4726 5259 
00110101 4202 4560 
00110110 13341 15459 
00110111 37356 38848 
00111000 20 25 
00111001 101 101 
00111010 4 4 
00111011 15 15 
00111100 39 40 
00111101 155 155 
00111110 46 48 
00111111 1393 1394 
01000000 28955 54162 
01000001 27377 36778 
01000010 573 579 
01000011 2952 2992 
01000100 198 263 
01000101 142 142 
01000110 2491 2523 
01000111 4043 4070 
01001000 6327 15445 
01001001 4846 5497 
01001010 386 386 
01001011 2182 2187 
01001100 169 733 
01001101 467 467 
01001110 855 855 
01001111 2912 2912 
01010000 8107 8616 
01010001 1897 1935 
01010010 974 983 
01010011 6155 6185 
01010100 3753 4103 
01010101 4424 4450 
01010110 13443 14124 
01010111 71930 72070 
01011000 374 392 
01011001 1042 1065 
01011010 227 228 
01011011 2402 2402 
01011100 116 116 
01011101 28 28 
01011110 685 685 
01011111 7365 7366 
01100000 6536 7762 
01100001 3080 3764 
01100010 354 355 
01100011 2398 2398 
01100100 4 135 
01100101 6 6 
01100110 464 465 
01100111 2451 2451 
01101000 2614 2790 
01101001 1756 1756 
01101010 232 235 
01101011 1929 1929 
01101100 0 1599 
01101101 5 5 
01101110 209 209 
01101111 1676 1676 
01110000 757 810 
01110001 413 415 
01110010 27 27 
01110011 1443 1464 
01110100 154 155 
01110101 982 982 
01110110 867 907 
01110111 11128 11137 
01111000 78 87 
01111001 477 477 
01111010 41 43 
01111011 420 420 
01111100 30 32 
01111101 551 551 
01111110 105 107 
01111111 4787 4804 
10000000 3914 19489 
10000001 2842 5382 
10000010 456 463 
10000011 662 668 
10000100 36 36 
10000101 142 142 
10000110 301 301 
10000111 486 486 
10001000 4246 4280 
10001001 1493 1497 
10001010 177 198 
10001011 1064 1080 
10001100 33 33 
10001101 127 127 
10001110 1006 1006 
10001111 3613 3614 
10010000 119 153 
10010001 425 439 
10010010 36 36 
10010011 987 987 
10010100 53 53 
10010101 49 49 
10010110 324 324 
10010111 2854 2870 
10011000 316 346 
10011001 1469 1494 
10011010 146 152 
10011011 0 1 
10011100 149 149 
10011101 9 9 
10011110 962 964 
10011111 9569 9571 
10100000 1332 2645 
10100001 1045 2131 
10100010 51 51 
10100011 738 739 
10100100 0 0 
10100101 3 3 
10100110 44 44 
10100111 209 209 
10101000 661 663 
10101001 983 983 
10101010 122 123 
10101011 1033 1035 
10101100 0 0 
10101101 79 79 
10101110 47 47 
10101111 601 605 
10110000 60 60 
10110001 92 92 
10110010 1 1 
10110011 5 5 
10110100 8 8 
10110101 240 240 
10110110 129 129 
10110111 1405 1407 
10111000 126 149 
10111001 545 545 
10111010 7 9 
10111011 8 8 
10111100 33 33 
10111101 754 754 
10111110 335 336 
10111111 3312 3314 
11000000 2797 2802 
11000001 2615 2616 
11000010 81 81 
11000011 573 573 
11000100 34 34 
11000101 54 54 
11000110 769 769 
11000111 1230 1230 
11001000 7796 7909 
11001001 22894 22902 
11001010 958 983 
11001011 67976 67984 
11001100 113 113 
11001101 124 124 
11001110 5322 5323 
11001111 52107 52107 
11010000 226 230 
11010001 497 500 
11010010 44 44 
11010011 931 931 
11010100 280 280 
11010101 225 225 
11010110 489 489 
11010111 9061 9068 
11011000 2770 2856 
11011001 11101 11174 
11011010 2774 2775 
11011011 0 0 
11011100 1378 1378 
11011101 91 91 
11011110 7132 7135 
11011111 76535 76535 
11100000 896 897 
11100001 801 801 
11100010 66 66 
11100011 1018 1018 
11100100 0 0 
11100101 3 3 
11100110 54 54 
11100111 309 309 
11101000 1449 1449 
11101001 10988 10989 
11101010 537 538 
11101011 8638 8641 
11101100 1 1 
11101101 556 556 
11101110 236 236 
11101111 3863 3871 
11110000 78 82 
11110001 221 221 
11110010 5 5 
11110011 12 12 
11110100 6 6 
11110101 218 218 
11110110 90 90 
11110111 2573 2573 
11111000 1348 1372 
11111001 5521 5521 
11111010 741 742 
11111011 24263 24263 
11111100 355 355 
11111101 7513 7513 
11111110 1516 1523 
11111111 37755 37772 
