00000000 285709 50081822 
00000001 137912 717673 
00000010 23212 97492 
00000011 25009 32098 
00000100 12343 87819 
00000101 18461 20064 
00000110 21521 28086 
00000111 32740 35479 
00001000 14735 111246 
00001001 2996 7886 
00001010 293 296 
00001011 1776 1779 
00001100 86 561 
00001101 187 187 
00001110 433 435 
00001111 1624 1626 
00010000 68529 158632 
00010001 29038 36004 
00010010 19598 26100 
00010011 82322 84637 
00010100 9220 12109 
00010101 26038 26738 
00010110 42207 49272 
00010111 121465 125110 
00011000 196 201 
00011001 290 290 
00011010 122 145 
00011011 1703 1703 
00011100 24 24 
00011101 6 6 
00011110 1038 1038 
00011111 1555 1555 
00100000 63061 3680062 
00100001 18619 70005 
00100010 4259 17182 
00100011 16479 18174 
00100100 779 18907 
00100101 241 634 
00100110 4012 5965 
00100111 28257 30817 
00101000 2352 4456 
00101001 870 1145 
00101010 238 248 
00101011 1012 1029 
00101100 27 770 
00101101 0 0 
00101110 93 93 
00101111 401 403 
00110000 17966 31194 
00110001 13686 16343 
00110010 17489 20844 
00110011 40846 42595 
00110100 5058 5648 
00110101 5868 6277 
00110110 30406 34095 
00110111 124211 126809 
00111000 17 17 
00111001 17 21 
00111010 7 9 
00111011 300 322 
00111100 5 6 
00111101 0 0 
00111110 826 828 
00111111 1682 1683 
01000000 21975 125411 
01000001 21961 36580 
01000010 602 602 
01000011 3280 3288 
01000100 208 254 
01000101 139 139 
01000110 2331 2333 
01000111 3838 3846 
01001000 14307 31329 
01001001 3202 6589 
01001010 690 690 
01001011 3921 3921 
01001100 174 738 
01001101 467 467 
01001110 845 851 
01001111 3712 3716 
01010000 7358 7421 
01010001 3238 3244 
01010010 591 592 
01010011 5456 5487 
01010100 1143 1151 
01010101 150 153 
01010110 7736 7788 
01010111 40930 40963 
01011000 577 579 
01011001 1100 1100 
01011010 134 134 
01011011 3176 3176 
01011100 43 43 
01011101 28 28 
01011110 1298 1298 
01011111 7253 7253 
01100000 6511 10673 
01100001 2652 3344 
01100010 383 401 
01100011 2616 2629 
01100100 30 161 
01100101 0 0 
01100110 498 498 
01100111 2720 2720 
01101000 3094 3527 
01101001 1160 1163 
01101010 244 250 
01101011 2390 2402 
01101100 12 1611 
01101101 0 0 
01101110 238 238 
01101111 1741 1741 
01110000 1319 1350 
01110001 1204 1205 
01110010 254 266 
01110011 2439 2478 
01110100 85 85 
01110101 0 0 
01110110 1313 1316 
01110111 14412 14422 
01111000 63 64 
01111001 64 64 
01111010 74 76 
01111011 1414 1429 
01111100 2 4 
01111101 0 0 
01111110 742 744 
01111111 6982 6999 
10000000 1456 22449 
10000001 1953 4866 
10000010 43 49 
10000011 221 221 
10000100 39 39 
10000101 145 145 
10000110 311 311 
10000111 741 741 
10001000 855 3692 
10001001 428 428 
10001010 154 159 
10001011 1543 1545 
10001100 38 38 
10001101 127 127 
10001110 1024 1025 
10001111 6342 6346 
10010000 415 450 
10010001 564 564 
10010010 0 3 
10010011 458 459 
10010100 53 53 
10010101 49 49 
10010110 431 434 
10010111 2442 2442 
10011000 777 796 
10011001 1246 1246 
10011010 0 0 
10011011 245 245 
10011100 26 26 
10011101 9 9 
10011110 917 917 
10011111 6916 6916 
10100000 1194 3619 
10100001 883 1991 
10100010 52 58 
10100011 778 797 
10100100 12 12 
10100101 0 0 
10100110 65 65 
10100111 326 326 
10101000 490 562 
10101001 685 692 
10101010 125 129 
10101011 1161 1177 
10101100 15 15 
10101101 0 0 
10101110 61 61 
10101111 762 766 
10110000 52 53 
10110001 23 27 
10110010 31 38 
10110011 164 191 
10110100 3 3 
10110101 0 0 
10110110 264 264 
10110111 1682 1684 
10111000 96 98 
10111001 75 77 
10111010 44 46 
10111011 443 462 
10111100 9 9 
10111101 0 0 
10111110 493 494 
10111111 4057 4059 
11000000 1278 1656 
11000001 1925 2997 
11000010 24 24 
11000011 217 217 
11000100 34 34 
11000101 54 54 
11000110 775 775 
11000111 1440 1440 
11001000 6542 10164 
11001001 1969 2953 
11001010 375 376 
11001011 47795 47795 
11001100 114 114 
11001101 124 124 
11001110 5040 5040 
11001111 38206 38214 
11010000 255 258 
11010001 518 518 
11010010 0 0 
11010011 1306 1306 
11010100 274 274 
11010101 225 225 
11010110 573 573 
11010111 4618 4618 
11011000 6762 6866 
11011001 10278 10278 
11011010 0 0 
11011011 1836 1836 
11011100 71 71 
11011101 91 91 
11011110 2060 2060 
11011111 53817 53817 
11100000 834 835 
11100001 722 725 
11100010 66 67 
11100011 1046 1047 
11100100 4 4 
11100101 0 0 
11100110 59 59 
11100111 376 376 
11101000 551 551 
11101001 1065 1066 
11101010 579 593 
11101011 19530 19557 
11101100 2 2 
11101101 0 0 
11101110 254 254 
11101111 8452 8460 
11110000 48 48 
11110001 27 27 
11110010 50 51 
11110011 245 259 
11110100 3 3 
11110101 0 0 
11110110 152 152 
11110111 2672 2672 
11111000 1700 1700 
11111001 1097 1097 
11111010 1305 1306 
11111011 47324 47364 
11111100 7 7 
11111101 0 0 
11111110 939 946 
11111111 94078 94095 
