00000000 223972 52097489 
00000001 99880 611191 
00000010 19474 59248 
00000011 43627 52250 
00000100 8007 19465 
00000101 10275 11808 
00000110 20630 26733 
00000111 33815 36874 
00001000 5401 40426 
00001001 4366 4435 
00001010 72 73 
00001011 605 624 
00001100 0 0 
00001101 0 0 
00001110 206 207 
00001111 710 711 
00010000 48660 150692 
00010001 51846 66186 
00010010 25003 32971 
00010011 36807 39493 
00010100 46292 62757 
00010101 50297 51791 
00010110 96905 112285 
00010111 192339 197766 
00011000 108 213 
00011001 952 1016 
00011010 42 52 
00011011 124 128 
00011100 72 72 
00011101 8 10 
00011110 287 294 
00011111 2247 2279 
00100000 40582 2842395 
00100001 17872 75651 
00100010 1923 4800 
00100011 4429 6157 
00100100 7654 8516 
00100101 5669 6226 
00100110 8193 9084 
00100111 16128 17925 
00101000 234 251 
00101001 526 536 
00101010 0 0 
00101011 14 15 
00101100 2 2 
00101101 20 20 
00101110 16 16 
00101111 193 195 
00110000 14794 27377 
00110001 4629 8966 
00110010 1412 2005 
00110011 6891 7773 
00110100 5235 6512 
00110101 11103 12658 
00110110 15731 18259 
00110111 57174 61335 
00111000 81 88 
00111001 170 174 
00111010 1 1 
00111011 66 66 
00111100 49 49 
00111101 575 575 
00111110 36 39 
00111111 1485 1496 
01000000 13980 23318 
01000001 12071 12103 
01000010 827 833 
01000011 6765 6815 
01000100 4 23 
01000101 4 4 
01000110 892 924 
01000111 3835 3863 
01001000 4372 5955 
01001001 4091 4097 
01001010 214 214 
01001011 1259 1264 
01001100 0 0 
01001101 5 5 
01001110 203 203 
01001111 1478 1478 
01010000 4245 4810 
01010001 3189 3229 
01010010 1472 1529 
01010011 5366 5379 
01010100 3412 3767 
01010101 6194 6217 
01010110 8726 9376 
01010111 58793 58979 
01011000 324 343 
01011001 4152 4182 
01011010 120 127 
01011011 697 699 
01011100 240 240 
01011101 55 55 
01011110 641 659 
01011111 6884 6912 
01100000 653 674 
01100001 645 646 
01100010 0 0 
01100011 224 232 
01100100 6 7 
01100101 49 49 
01100110 367 372 
01100111 826 826 
01101000 385 385 
01101001 5547 5551 
01101010 0 0 
01101011 96 100 
01101100 1 1 
01101101 22 22 
01101110 76 76 
01101111 6147 6149 
01110000 1518 1561 
01110001 1896 1914 
01110010 403 409 
01110011 1324 1324 
01110100 208 209 
01110101 1737 1739 
01110110 1009 1051 
01110111 9630 9641 
01111000 102 111 
01111001 672 676 
01111010 0 0 
01111011 366 366 
01111100 57 58 
01111101 1459 1459 
01111110 151 152 
01111111 21469 21478 
10000000 3301 7651 
10000001 3837 4234 
10000010 430 433 
10000011 1073 1079 
10000100 0 0 
10000101 0 0 
10000110 351 351 
10000111 684 684 
10001000 4065 4099 
10001001 1402 1417 
10001010 62 80 
10001011 591 607 
10001100 0 0 
10001101 0 2 
10001110 98 98 
10001111 983 991 
10010000 171 189 
10010001 1462 1493 
10010010 51 57 
10010011 1203 1242 
10010100 25 25 
10010101 6 6 
10010110 479 479 
10010111 2645 2662 
10011000 263 297 
10011001 3124 3158 
10011010 195 202 
10011011 535 537 
10011100 211 211 
10011101 126 126 
10011110 816 818 
10011111 10703 10727 
10100000 11174 11377 
10100001 188 190 
10100010 0 0 
10100011 12 14 
10100100 0 0 
10100101 11 11 
10100110 16 16 
10100111 163 163 
10101000 262 262 
10101001 335 335 
10101010 0 0 
10101011 9 9 
10101100 0 0 
10101101 95 95 
10101110 10 10 
10101111 332 332 
10110000 36 36 
10110001 91 91 
10110010 3 3 
10110011 53 53 
10110100 15 15 
10110101 337 337 
10110110 33 33 
10110111 1313 1316 
10111000 816 838 
10111001 1432 1432 
10111010 0 0 
10111011 173 173 
10111100 49 49 
10111101 1591 1591 
10111110 119 119 
10111111 3067 3071 
11000000 2375 2381 
11000001 2355 2356 
11000010 64 64 
11000011 1115 1115 
11000100 0 0 
11000101 0 0 
11000110 928 928 
11000111 900 900 
11001000 11253 11366 
11001001 23209 23218 
11001010 800 824 
11001011 57071 57079 
11001100 0 0 
11001101 18 18 
11001110 1179 1180 
11001111 68683 68687 
11010000 134 139 
11010001 1307 1310 
11010010 60 60 
11010011 1308 1308 
11010100 32 32 
11010101 34 34 
11010110 582 582 
11010111 7719 7727 
11011000 2588 2683 
11011001 27074 27161 
11011010 3329 3336 
11011011 5383 5389 
11011100 2086 2086 
11011101 1225 1227 
11011110 8454 8457 
11011111 115118 115151 
11100000 86 88 
11100001 103 103 
11100010 0 0 
11100011 9 9 
11100100 2 2 
11100101 5 5 
11100110 15 15 
11100111 155 155 
11101000 5330 5330 
11101001 18910 18910 
11101010 0 0 
11101011 1634 1634 
11101100 3 3 
11101101 683 683 
11101110 288 288 
11101111 11443 11443 
11110000 53 57 
11110001 231 231 
11110010 0 0 
11110011 111 111 
11110100 23 23 
11110101 284 284 
11110110 41 41 
11110111 1431 1431 
11111000 1547 1571 
11111001 7516 7516 
11111010 0 0 
11111011 2611 2611 
11111100 669 669 
11111101 71027 71027 
11111110 1682 1682 
11111111 150882 150882 
